year,month,date,nm_kecamatan,mean_ndvi,median_ndvi,min_ndvi,max_ndvi,std_ndvi
2001,2,2001-02,Mirit,0.6819790158371041,0.730775,-0.060200000000000004,0.8876000000000001,0.1441410202927848
2001,2,2001-02,Prembun,0.7534783544303798,0.7721,0.53885,0.8615,0.06387736970620535
2001,2,2001-02,Kutowinangun,0.7779629203539823,0.7897500000000001,0.47825,0.85275,0.053742651536060254
2001,2,2001-02,Alian,0.7932818569903949,0.8007500000000001,0.5532,0.8663500000000001,0.04160027260050498
2001,2,2001-02,Kebumen,0.7445344488188976,0.768575,0.33390000000000003,0.87675,0.0959406695709102
2001,2,2001-02,Pejagoan,0.7527953608247423,0.7923,0.37805,0.8718,0.09661250619380755
2001,2,2001-02,Sruweng,0.7674887466307279,0.793275,0.4474,0.9055500000000001,0.08001195504115141
2001,2,2001-02,Adimulyo,0.7261379526462396,0.7409749999999999,0.38825000000000004,0.90075,0.08540870399247748
2001,2,2001-02,Kuwarasan,0.7069251706484642,0.726975,0.31395,0.88275,0.11965020328210353
2001,2,2001-02,Rowokele,0.7429442967884828,0.7717,0.2928,0.89495,0.09058326894991581
2001,2,2001-02,Sempor,0.7017512074303407,0.73035,0.12715,0.8857,0.10757053887058222
2001,2,2001-02,Gombong,0.5478138972809667,0.5488500000000001,0.3245,0.80745,0.09191406421008064
2001,2,2001-02,Karanganyar,0.7643472815533982,0.78515,0.3947,0.868,0.07061276922112648
2001,2,2001-02,Karanggayam,0.7658576692139739,0.7804500000000001,0.30595,0.9095500000000001,0.07130806289177599
2001,2,2001-02,Sadang,0.7713951496388028,0.78985,0.43305000000000005,0.90895,0.0729521519412692
2001,2,2001-02,Bonorowo,0.6964251388888889,0.7004750000000001,0.35655000000000003,0.8905000000000001,0.10662209752455756
2001,2,2001-02,Padureso,0.7763599770642202,0.7962750000000001,0.10255,0.8619,0.07056339680116555
2001,2,2001-02,Poncowarno,0.7832220879120878,0.79895,0.50415,0.8816,0.06545798091043897
2001,2,2001-02,Karangsambung,0.7681520778072503,0.77985,0.2553,0.8743500000000001,0.06950500120431102
2001,3,2001-03,Ayah,0.7122586033950618,0.7374,0.11180000000000001,0.90475,0.1125354181612138
2001,3,2001-03,Buayan,0.6644683691756273,0.7039500000000001,0.10640000000000001,0.89675,0.14781147137277073
2001,3,2001-03,Puring,0.6004509625126647,0.6393500000000001,0.14955000000000002,0.88505,0.1714678387423846
2001,3,2001-03,Petanahan,0.5553730715287517,0.5589000000000001,0.1419,0.8577,0.18873100304900645
